slug,short_name,full_name,logo_status,logo,source_page,source_url,review_note
"mcaer-pgcat","MCAER PGCAT","Maharashtra Council of Agriculture Education and Research Post-Graduate Common Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/ca/ca5ec08311e330e70382cd2c6c97e7a06a31d1f0d993ef5fc931066dec811e8d.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/ca/ca5ec08311e330e70382cd2c6c97e7a06a31d1f0d993ef5fc931066dec811e8d.webp",""
"mdu-cee","MDU CEE","Maharshi Dayanand University Common Entrance Exam","official_source_reviewed","/exam-logos/official-v1/c134ec5ffe3a3f197336f784.webp","https://mdu.ac.in/","https://mdu.ac.in/Imgs/logo%20colored%20transparent244x221.png",""
"mrnat","MRNAT","Manav Rachna National Aptitude Test","official_source_reviewed","/exam-logos/official-v1/efe58c982db681c565a4ba20.webp","https://manavrachna.edu.in/mru/admissions","https://manavrachna.edu.in/assets/images/MR-logo.png",""
"mu-oet","MU OET","Manipal University Online Entrance Test","official_source_reviewed","/exam-logos/official-v1/c0a66fdc484286c11e3091f2.webp","https://www.manipal.edu/mu/admission/indian-students/online-entrance-exam-overview/overview.html","https://www.manipal.edu/content/dam/manipal/mu/mcops-manipal/Images_new/MAHE_Color.svg",""
"mat","MAT","Management Aptitude Test (MAT)","official_source_reviewed","/exam-logos/official-v1/8b2c277b0c1419494158d6da.webp","https://www.aima.in/content/testing-and-assessment/ugat/information-to-candidates-for-ugat","https://www.aima.in/img/logo.png",""
"met","MET","Manipal Entrance Test","official_source_reviewed","/exam-logos/official-v1/c0a66fdc484286c11e3091f2.webp","https://www.manipal.edu/mu/admission/indian-students/online-entrance-exam-overview/overview.html","https://www.manipal.edu/content/dam/manipal/mu/mcops-manipal/Images_new/MAHE_Color.svg",""
"mh-nursing-cet","MH Nursing CET","Maharashtra Nursing Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"mh-set","MH-SET","Maharashtra State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/1572a3e8da792004fdd8b3c6.webp","https://setexam.unipune.ac.in/","https://setexam.unipune.ac.in/Images/Univ_New_Logo.JPG",""
"mht-cet","MHT CET","Maharashtra Common Entrance Test (MHT CET)","official_source_reviewed","/exam-logos/official-v1/87259f471cf3e25a8bf0251f.webp","https://cetcell.mahacet.org/","https://cetcell.mahacet.org/wp-content/uploads/2025/01/Seal_of_Maharashtra.svg.png-removebg-preview.png",""
"micat","MICAT","MICA Admission Test (MICAT)","official_source_reviewed","/exam-logos/official-v1/2bb6c23c0b78a31b939927bc.webp","https://www.mica.ac.in/admissions/","https://www.mica.ac.in/wp-content/uploads/2025/03/MICA-LOGO-1.svg",""
"mitid-dat","MITID DAT","MIT Institute of Design Design Aptitude Test","official_source_reviewed","/exam-logos/official-v1/53db38aed564bd48f5d5afc2.webp","https://www.mitid.edu.in/important-dates/","https://www.mitid.edu.in/wp-content/uploads/2021/09/logo_27_10_2025.jpg",""
"mp-addet","ADDET","Madhya Pradesh Animal Husbandry and Dairy Technology Diploma Entrance Test","official_source_reviewed","/exam-logos/official-v1/c5f14969a77bf2db06608175.webp","https://esb.mp.gov.in/header.html","https://esb.mp.gov.in/new_look_images/new_logo.jpg",""
"mp-pat","MP PAT","Madhya Pradesh Pre-Agriculture Test","official_source_reviewed","/exam-logos/official-v1/c5f14969a77bf2db06608175.webp","https://esb.mp.gov.in/header.html","https://esb.mp.gov.in/new_look_images/new_logo.jpg",""
"mp-pnst","MP PNST","Madhya Pradesh Pre-Nursing Selection Test","official_source_reviewed","/exam-logos/official-v1/c5f14969a77bf2db06608175.webp","https://esb.mp.gov.in/header.html","https://esb.mp.gov.in/new_look_images/new_logo.jpg",""
"mp-set","MP SET","Madhya Pradesh State Eligibility Test","official_source_reviewed","/exam-logos/official-v1/170bfba1cf929b63da1182ab.webp","https://mppsc.mp.gov.in/","https://mppsc.mp.gov.in//assets/img/logo.png",""
"mppsc-state-service","MPPSC State Service Examination","Madhya Pradesh Public Service Commission State Service Examination","official_source_reviewed","/exam-logos/official-v1/170bfba1cf929b63da1182ab.webp","https://mppsc.mp.gov.in/","https://mppsc.mp.gov.in//assets/img/logo.png",""
"mpsc-civil-services","MPSC Civil Services","Maharashtra Civil Services Gazetted Group A & Group B Examination","official_source_reviewed","/exam-logos/official-v1/bced53246c38baa9e5c17933.webp","https://mpsc.gov.in/","https://mpsc.gov.in/static/media/logo.7a984172.png",""
"mucmet","MUCMET","Mumbai University Common Management Entrance Test","official_source_reviewed","/exam-logos/official-v1/9d931a9aa11114f91f9d245a.webp","https://mu.ac.in/","https://mu.ac.in/images/logo-gold.png",""
"nabard-development-assistant","NABARD Development Assistant","NABARD Development Assistant / Development Assistant Hindi Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/e970cd42d3715e4371e0c11b.webp","https://www.nabard.org/careers-notices1.aspx?cid=693&id=26","https://www.nabard.org/images/NABARD-logo.png",""
"nabard-grade-a","NABARD Grade A","NABARD Assistant Manager Grade A Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/4823ba6f22e02f71b8887848.webp","https://www.nabard.org/","https://www.nabard.org/Hindi/images/nabard-hindi-logo.png",""
"nata","NATA","National Aptitude Test in Architecture (NATA)","official_source_reviewed","/exam-logos/official-v1/2f839b4a216ade2bcb03f0af.webp","https://www.nata.in/","https://www.nata.in/assets/img/natablack.png",""
"nchmct-jee","NCHMCT JEE","National Council for Hotel Management Joint Entrance Examination (NCHM JEE)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"uspc-nda-and-na","USPC NDA & NA","National Defence Academy and Naval Academy Examination","official_source_reviewed","/exam-logos/official-v1/6694825c2f3792caa3545f02.webp","https://exams.nta.nic.in/aiapget/","https://exams.nta.nic.in/wp-content/themes/sdo-theme/images/emblem.svg",""
"nhtet","NHTET","National Hospitality Teachers Eligibility Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/85/858a66501787fecab78945f7c1d4c2701fbd9828fd7b057b84788d5d4d0cf3b0.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/85/858a66501787fecab78945f7c1d4c2701fbd9828fd7b057b84788d5d4d0cf3b0.webp",""
"nrti-aat","NRTI AAT","National Rail and Transportation Institute","official_source_reviewed","/exam-logos/official-v1/b5fda207e712709cb1214e2d.webp","https://gsv.ac.in/entrance-test/","https://gsv.ac.in/themes/demo/assets/images/gs/footer-logo.png",""
"national-talent-search-examination","NTSE","National Talent Search Examination","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/e1/e162495b5537c2bf3a2e5c06398dc1f4d86ef18840552010095ff6eadf88cf5a.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/e1/e162495b5537c2bf3a2e5c06398dc1f4d86ef18840552010095ff6eadf88cf5a.webp",""
"ncet","NCET","National Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"nchm-jee","NCHM JEE","National Council for Hotel Management Joint Entrance Examination","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"neet-mds","NEET MDS","National Eligibility cum Entrance Test for Master of Dental Surgery (NEET MDS)","official_source_reviewed","/exam-logos/official-v1/32397b7a8d5ea2f2b9c04e3f.webp","https://natboard.edu.in/viewnbeexam?exam=pdcet","https://natboard.edu.in/tasveer/nbenewlogo.png",""
"neet-pg","NEET PG","National Eligibility cum Entrance Test for Postgraduate Medical Courses","official_source_reviewed","/exam-logos/official-v1/32397b7a8d5ea2f2b9c04e3f.webp","https://natboard.edu.in/viewnbeexam?exam=pdcet","https://natboard.edu.in/tasveer/nbenewlogo.png",""
"neet-ss","NEET SS","National Eligibility cum Entrance Test for Super Speciality (NEET SS)","official_source_reviewed","/exam-logos/official-v1/32397b7a8d5ea2f2b9c04e3f.webp","https://natboard.edu.in/viewnbeexam?exam=pdcet","https://natboard.edu.in/tasveer/nbenewlogo.png",""
"national-eligibility-cum-entrance-test-neet","NEET UG","National Eligibility cum Entrance Test (Undergraduate)","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"nest","NEST","National Entrance Screening Test","official_source_reviewed","/exam-logos/official-v1/faac8a49c5631386eaa66f27.webp","https://www.nestexam.in/","https://www.nestexam.in/assets/img/nest-logo-sml.png",""
"nid-dat","NID DAT","National Institute of Design Design Aptitude Test","official_source_reviewed","/exam-logos/official-v1/5adbdbe59f2b2594ec02b158.webp","https://admissions.nid.edu/","https://admissions.nid.edu/NIDA2027/images/nid-logo.png",""
"nift-entrance","NIFT","National Institute of Fashion Technology Entrance Examination (NIFTEE)","official_source_reviewed","/exam-logos/official-v1/20b435c02c9c013ff2507548.webp","https://www.nift.ac.in/admissions","https://www.nift.ac.in/themes/nift/images/logo-main.png",""
"nift-ee","NIFT EE","NIFT Entrance Exam","official_source_reviewed","/exam-logos/official-v1/20b435c02c9c013ff2507548.webp","https://www.nift.ac.in/admissions","https://www.nift.ac.in/themes/nift/images/logo-main.png",""
"niftee","NIFTEE","National Institute of Fashion Technology Entrance Examination","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"nimcet","NIMCET","NIT MCA Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/8b3f84e1a26ffb08d6650bb7.webp","https://nimcet.admissions.nic.in/","https://cdnbbsr.s3waas.gov.in/s33e6260b81898beacda3d16db379ed329/uploads/2025/03/2025031961.png",""
"niper-jee","NIPER JEE","NIPER Joint Entrance Examination","official_source_reviewed","/exam-logos/official-v1/93245567ff67f13f7687ea47.webp","https://www.niper.gov.in/","https://www.niper.gov.in/themes/custom/niper/images/logo.jpg",""
"nmat","NMAT","NMAT by GMAC","unresolved","","","","Official MBA.com page blocked automated retrieval. Alternate GMAC paths returned 404; no exam-specific mark verified."
"nmims-cet","NMIMS CET","NMIMS Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/0b433c3fea2d61c61ee1b09b.webp","https://ncet.nmims.edu/","https://ncet.nmims.edu/images/2026/logo-nmims.webp",""
"nmims-nlat","NLAT","NMIMS National Law Aptitude Test","official_source_reviewed","/exam-logos/official-v1/0b433c3fea2d61c61ee1b09b.webp","https://ncet.nmims.edu/","https://ncet.nmims.edu/images/2026/logo-nmims.webp",""
"nmims-npat","NPAT","NMIMS National Test for Programs After Twelfth","official_source_reviewed","/exam-logos/official-v1/0b433c3fea2d61c61ee1b09b.webp","https://npat.nmims.edu/","https://npat.nmims.edu/images/logo-nmims.webp",""
"ntet","NTET","National Teachers' Eligibility Test","official_source_reviewed","/exam-logos/official-v1/79ccf53f16e85a28a9b90286.webp","https://nta.ac.in/cuetexam","https://nta.ac.in/img/NTA_logo.png",""
"odisha-bed-entrance","Odisha B.Ed","Odisha Bachelor of Education Entrance Examination","official_source_reviewed","/exam-logos/official-v1/c04749d4da081e4b2340a484.webp","https://te.samsodisha.gov.in/","https://te.samsodisha.gov.in/teimages/sams-logo2.png",""
"odisha-bhed-entrance","Odisha B.H.Ed","Odisha Bachelor of Hindi Education Entrance Test","official_source_reviewed","/exam-logos/official-v1/c04749d4da081e4b2340a484.webp","https://te.samsodisha.gov.in/","https://te.samsodisha.gov.in/teimages/sams-logo2.png",""
"odisha-cpet","Odisha CPET","Odisha Common Post Graduate Entrance Test","official_source_reviewed","/exam-logos/official-v1/c04749d4da081e4b2340a484.webp","https://pg.samsodisha.gov.in/","https://pg.samsodisha.gov.in/pgimages/sams-logo2.png",""
"odisha-med-entrance","Odisha M.Ed","Odisha Master of Education Entrance Test","official_source_reviewed","/exam-logos/official-v1/c04749d4da081e4b2340a484.webp","https://te.samsodisha.gov.in/","https://te.samsodisha.gov.in/teimages/sams-logo2.png",""
"odisha-public-service-commission-civil-service","OPSC Civil Service Exam","Odisha Public Service Commission Civil Service","official_source_reviewed","/exam-logos/official-v1/dae0296d0adda2d5f613b045.webp","https://opsc.gov.in/Public/OPSC/Default.aspx","https://opsc.gov.in/images/govtlogo-trans_opsc.PNG",""
"ojee","OJEE","Odisha Joint Entrance Examination (OJEE)","official_source_reviewed","/exam-logos/official-v1/03558cf7fddd4aa7235282d1.webp","https://ojee.nic.in/","https://cdnbbsr.s3waas.gov.in/s36832a7b24bc06775d02b7406880b93fc/uploads/2022/01/2022013156.png",""
"opsc-ocs","OPSC OCS","Odisha Civil Services Examination","official_source_reviewed","/exam-logos/official-v1/dae0296d0adda2d5f613b045.webp","https://opsc.gov.in/Public/OPSC/Default.aspx","https://opsc.gov.in/images/govtlogo-trans_opsc.PNG",""
"ouat-entrance","OUAT Entrance","Odisha University of Agriculture and Technology Common Entrance Examination","official_source_reviewed","/exam-logos/official-v1/cf950c4c4ebc1dea33428cb5.webp","https://ouat.ac.in/","https://ouat.ac.in/wp-content/uploads/2023/08/OUAT-Kalinga-logo-design-final-png-1.png",""
"pafee","PAFEE","PAF Entrance Exam","official_source_reviewed","/exam-logos/official-v1/9f550914bc23dbd49a29edd5.webp","https://www.pearlacademy.com/admissions/entrance-exam","https://www.pearlacademy.com/assets/images/Pearl-white-logo.png",""
"puthat","PUTHAT","Panjab University Tourism & Hospitality Aptitude Test","official_source_reviewed","/exam-logos/official-v1/6dd53d89acb4e870013a8fc8.webp","https://www.puchd.ac.in/","https://www.puchd.ac.in/asset/pu-logo.png",""
"patna-university-cet","PATNA UNIVERSITY CET","Patna University Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/f11575d4205a8ef066d290ff.webp","https://pup.ac.in/AdmissionPortal2026.aspx","https://pup.ac.in/images/PatnaUniversityLogo.png",""
"pau-aat","PAU AAT","Punjab Agricultural University Agriculture Aptitude Test","official_source_reviewed","/exam-logos/official-v1/cc895bb575eda24b44027525.webp","https://pau.edu/index.php?DO=viewBannerDetail&_act=manageBanner&intID=7301","https://pau.edu/images/logos/pau.png",""
"pau-cet","PAU CET","Punjab Agricultural University Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/cc895bb575eda24b44027525.webp","https://pau.edu/index.php?DO=viewBannerDetail&_act=manageBanner&intID=7301","https://pau.edu/images/logos/pau.png",""
"pearl-academy-entrance","Pearl Entrance","Pearl Academy Entrance Examination","official_source_reviewed","/exam-logos/official-v1/70ba0798c5b803256d261efa.webp","https://admissions.pearlacademy.com/studentportal/sturegistration.aspx","https://admissions.pearlacademy.com/assets/images/pearl_academy_logo_white.svg",""
"pearson-test-of-english","PTE ACADEMIC","Pearson Test of English","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/ce/cee6191e8e8ab150132c531e25eece9534619179e973f69ac577495024ba6a66.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/ce/cee6191e8e8ab150132c531e25eece9534619179e973f69ac577495024ba6a66.webp",""
"pessat","PESSAT","Peoples Education Society Scholastic Aptitude Test","official_source_reviewed","/exam-logos/official-v1/fe73d84ac78e1003deb4d679.webp","https://pes.edu/admissions/","https://pes.edu/wp-content/uploads/2025/06/PESU-new-logo.png",""
"pim-mat","PIM-MAT","R.A. Podar Institute of Management Management Aptitude Test","official_source_reviewed","/exam-logos/official-v1/3d5a648faae1a5b799453241.webp","https://www.rapim.ac.in/","https://www.rapim.ac.in/rapim_assets/logo.png",""
"pmnet","PMNET","Punjab Master of Science Nursing Entrance Test","official_source_reviewed","/exam-logos/official-v1/70c9ee47d7d51882a38b3bcf.webp","https://bfuhs.smartpad.in/Registration/","https://bfuhs.smartpad.in/Registration/images/logobfhs.jfif",""
"jharkhand-pcece","Jharkhand PCECE","Polytechnic Entrance Competitive Examination","official_source_reviewed","/exam-logos/official-v1/342cf40b5b4ddfabc74b2d1c.webp","https://jceceb.jharkhand.gov.in/","https://jceceb.jharkhand.gov.in/assets/img/jcecebLogo.png",""
"ppbnet","PPBNET","Punjab Post Basic Nursing Entrance Test","official_source_reviewed","/exam-logos/official-v1/70c9ee47d7d51882a38b3bcf.webp","https://bfuhs.smartpad.in/Registration/","https://bfuhs.smartpad.in/Registration/images/logobfhs.jfif",""
"ppmet","PPMET","Punjab Para Medical Entrance Test","official_source_reviewed","/exam-logos/official-v1/09c7a106b66b500519c36ebb.webp","https://bfuhs.ac.in/","https://bfuhs.ac.in/images/logo1.jpg",""
"presidency-university-master-degree-entrance-test","PUMDET","Presidency University Master Degree Entrance Test","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"pu-cet-pg","PU CET PG","Panjab University Common Entrance Test (Postgraduate)","official_source_reviewed","/exam-logos/official-v1/6dd53d89acb4e870013a8fc8.webp","https://www.puchd.ac.in/","https://www.puchd.ac.in/asset/pu-logo.png",""
"pu-cet-ug","PU CET UG","Panjab University Common Entrance Test Undergraduate","official_source_reviewed","/exam-logos/official-v1/6dd53d89acb4e870013a8fc8.webp","https://www.puchd.ac.in/","https://www.puchd.ac.in/asset/pu-logo.png",""
"pu-pglaw","PU LL.B.","Panjab University Three-Year LL.B. Entrance Examination","official_source_reviewed","/exam-logos/official-v1/6dd53d89acb4e870013a8fc8.webp","https://www.puchd.ac.in/","https://www.puchd.ac.in/asset/pu-logo.png",""
"pu-met","PU MET","Panjab University Management Entrance Test","official_source_reviewed","/exam-logos/official-v1/6dd53d89acb4e870013a8fc8.webp","https://www.puchd.ac.in/","https://www.puchd.ac.in/asset/pu-logo.png",""
"pu-uglaw","PU UGLAW","Panjab University Undergraduate Law Entrance Examination","official_source_reviewed","/exam-logos/official-v1/6dd53d89acb4e870013a8fc8.webp","https://www.puchd.ac.in/","https://www.puchd.ac.in/asset/pu-logo.png",""
"pubdet","PUBDET","Presidency University Bachelor Degree Entrance Test","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"puleet","PULEET","Panjab University Lateral Engineering Entrance Test","official_source_reviewed","/exam-logos/official-v1/6dd53d89acb4e870013a8fc8.webp","https://www.puchd.ac.in/","https://www.puchd.ac.in/asset/pu-logo.png",""
"pumdet","PUMDET","Presidency University Master Degree Entrance Test","official_source_reviewed","/exam-logos/official-v1/79bea5608067e790c3a8d0f3.webp","https://wbjeeb.nic.in/","https://cdnbbsr.s3waas.gov.in/s3d2a27e83d429f0dcae6b937cf440aeb1/uploads/2022/02/2022021879.jpg",""
"punjab-bed-cet","Punjab B.Ed CET","Punjab Bachelor of Education Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/eb4227a7c957855d88c98e34.webp","https://pbbed2026.learnpunjabi.org/","https://pbbed2026.learnpunjabi.org/img/logo561x126.png",""
"rajasthan-jet","Rajasthan JET","Rajasthan Joint Entrance Test for Agriculture","official_source_reviewed","/exam-logos/official-v1/10b96bfafe1bf64fe5afc660.webp","https://jetskrau2026.com/","https://jetskrau2026.com/images/skraub.png",""
"rajasthan-pre-deled","Pre D.El.Ed","Rajasthan Pre Diploma in Elementary Education Entrance Examination (BSTC)","unresolved","","","","Catalog URL is an informational/ad-supported site, not a verified authority source. Official portal did not expose a verified logo. Do not source a mark from the catalog URL."
"rajasthan-ptet","PTET","Rajasthan Pre-Teacher Education Test","official_source_reviewed","/exam-logos/official-v1/9b80b7f7eab4eaf104dd6cbc.webp","https://www.vmou.ac.in/","https://www.vmou.ac.in/sites/default/files/inline-images/logofinal-naac.png",""
"rajasthan-set","Rajasthan SET","Rajasthan State Eligibility Test","unresolved","","","","Catalog recruitment host has a hostname/certificate mismatch. The reachable state recruitment portal does not establish the SET conducting authority's logo."
"rulet-exam","RULET EXAM","Rajasthan University Law Entrance Test","existing_catalog_mark","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/4a/4a5c350ef7de6b403e3e9797682b18676896caa584a235f1e23ecfd06ca33aa3.webp","","https://aws-origin.dekhocampus.com/storage/v1/object/public/legacy-public-assets/sanitized/bottom-12-v1/4a/4a5c350ef7de6b403e3e9797682b18676896caa584a235f1e23ecfd06ca33aa3.webp",""
"rupgcet","RUPGCET","Rayalaseema University Postgraduate Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/233119f801f4f550d3f92493.webp","https://www.rayalaseemauniversity.ac.in/index.php","https://www.rayalaseemauniversity.ac.in/images/logo.png",""
"rbi-assistant","RBI Assistant","Reserve Bank of India Assistant Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/2b27db18dbb31a0dc0a92c34.webp","https://www.rbi.org.in/","https://www.rbi.org.in/images/rbi-company-logo.jpg",""
"rbi-grade-b-depr","RBI Grade B DEPR","RBI Officers in Grade B (DR) DEPR Examination","official_source_reviewed","/exam-logos/official-v1/2b27db18dbb31a0dc0a92c34.webp","https://www.rbi.org.in/","https://www.rbi.org.in/images/rbi-company-logo.jpg",""
"rbi-grade-b-dsim","RBI Grade B DSIM","RBI Officers in Grade B (DR) DSIM Examination","official_source_reviewed","/exam-logos/official-v1/2b27db18dbb31a0dc0a92c34.webp","https://www.rbi.org.in/","https://www.rbi.org.in/images/rbi-company-logo.jpg",""
"rbi-grade-b-general","RBI Grade B General","RBI Officers in Grade B (DR) General Examination","official_source_reviewed","/exam-logos/official-v1/2b27db18dbb31a0dc0a92c34.webp","https://www.rbi.org.in/","https://www.rbi.org.in/images/rbi-company-logo.jpg",""
"reva-cet","REVA CET","REVA Common Entrance Test","official_source_reviewed","/exam-logos/official-v1/c96f1f8539aa62bb3518a97e.webp","https://www.reva.edu.in/","https://files.reva.ac.in/uploads/logo/1637126493_30dc6528e6d454555baf.svg",""
"rpf-constable","RPF Constable","Railway Protection Force Constable (Executive) Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"rpf-si","RPF Sub-Inspector","Railway Protection Force Sub-Inspector (Executive) Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"rpsc-ras","RPSC RAS","Rajasthan State and Subordinate Services Combined Competitive Examination","official_source_reviewed","/exam-logos/official-v1/58bb50101238a8c928bb1275.webp","https://rpsc.rajasthan.gov.in/","https://rpsc.rajasthan.gov.in/Images/RPSC_Logo.png",""
"rrb-alp","RRB ALP","Assistant Loco Pilot Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"rrb-group-d-level-1","RRB Group D Level 1","Railway Level-1 Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"rrb-je","RRB JE","Junior Engineer / DMS / CMA Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"rrb-ntpc-graduate","RRB NTPC Graduate","Non-Technical Popular Categories Graduate Level","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"rrb-ntpc-undergraduate","RRB NTPC Undergraduate","Non-Technical Popular Categories Undergraduate Level","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"rrb-paramedical","RRB Paramedical","Railway Paramedical Categories Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"rrb-technician","RRB Technician","Railway Technician Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/63174eb18aaca4d4b136730e.webp","https://rrbcdg.gov.in/","https://rrb.indianrailways.gov.in/chandigarh/image/1783689877849Logo_18th.jpg/Logo",""
"ruhs-cuet","RUHS CUET","Rajasthan University of Health Sciences Common Undergraduate Entrance Test","official_source_reviewed","/exam-logos/official-v1/7b6604e959f69d69cdb25108.webp","https://admissions.ruhsraj.org/","https://admissions.ruhsraj.org/public/images/RUHS_Logo.png",""
"rulet","RULET","Rajasthan University Law Entrance Test","official_source_reviewed","/exam-logos/official-v1/f1bff05a145ae3eb3eddd7bc.webp","https://admissions.univraj.org/","https://admissions.univraj.org/assets/logo-EIvoSnRk.png",""
"saeee","SAEEE","Sathyabama All India Entrance Examination","official_source_reviewed","/exam-logos/official-v1/6c7b47ab62266c3cdbd38201.webp","https://saeee2026.sathyabama.ac.in/","https://saeee2026.sathyabama.ac.in/wp-content/uploads/2025/10/sathyabama_header-logo-A.jpg",""
"sbi-clerk","SBI Clerk","State Bank of India Junior Associate (SBI Clerk) Recruitment","official_source_reviewed","/exam-logos/official-v1/3e0f11b88924f99e71aecd48.webp","https://sbi.bank.in/en/web/careers","https://sbi.bank.in/documents/77530/47790899/sbi_logo.png/40d694e0-816a-7252-7138-8e876086d679?t=1735641421830",""
"sbi-junior-associate","SBI Clerk / JA","SBI Junior Associate Customer Support & Sales Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/3e0f11b88924f99e71aecd48.webp","https://sbi.co.in/web/careers","https://sbi.bank.in/documents/77530/47790899/sbi_logo.png/40d694e0-816a-7252-7138-8e876086d679?t=1735641421830",""
"sbi-po","SBI PO","State Bank of India Probationary Officer Recruitment Examination","official_source_reviewed","/exam-logos/official-v1/3e0f11b88924f99e71aecd48.webp","https://sbi.bank.in/en/web/careers","https://sbi.bank.in/documents/77530/47790899/sbi_logo.png/40d694e0-816a-7252-7138-8e876086d679?t=1735641421830",""
"sebi-grade-a","SEBI Grade A","SEBI Officer Grade A Assistant Manager Examination","official_source_reviewed","/exam-logos/official-v1/63415fc9c0862e6d1ca3300e.webp","https://www.sebi.gov.in/","https://www.sebi.gov.in/images/sebi-logo.png",""
"seed","SEED","Symbiosis Entrance Exam for Design","official_source_reviewed","/exam-logos/official-v1/0a0157b78b43b1638a4376f4.webp","https://sid.edu.in/programmes-offered/admission-process","https://sid.edu.in/assets/images/home/logo.webp",""
